ts,iso,port,address,kind,name,value,unit,extra
1758494161.683,2025-09-22 00:36:01,/dev/ttyUSB1,5,measure,fMeasure,10.00012,,53 samples
1758494221.884,2025-09-22 00:37:01,/dev/ttyUSB1,5,measure,fMeasure,10.00033,,58 samples
1758494282.083,2025-09-22 00:38:02,/dev/ttyUSB1,5,measure,fMeasure,9.99935,,59 samples
1758494342.083,2025-09-22 00:39:02,/dev/ttyUSB1,5,measure,fMeasure,9.99959,,62 samples
1758494402.283,2025-09-22 00:40:02,/dev/ttyUSB1,5,measure,fMeasure,9.99855,,44 samples
1758494462.483,2025-09-22 00:41:02,/dev/ttyUSB1,5,measure,fMeasure,9.99977,,29 samples
1758494522.483,2025-09-22 00:42:02,/dev/ttyUSB1,5,measure,fMeasure,10.00039,,54 samples
1758494582.683,2025-09-22 00:43:02,/dev/ttyUSB1,5,measure,fMeasure,9.99998,,51 samples
1758494642.683,2025-09-22 00:44:02,/dev/ttyUSB1,5,measure,fMeasure,10.00013,,39 samples
1758494702.683,2025-09-22 00:45:02,/dev/ttyUSB1,5,measure,fMeasure,10.00049,,55 samples
1758494762.883,2025-09-22 00:46:02,/dev/ttyUSB1,5,measure,fMeasure,10.00054,,60 samples
1758494823.083,2025-09-22 00:47:03,/dev/ttyUSB1,5,measure,fMeasure,9.99955,,46 samples
1758494883.283,2025-09-22 00:48:03,/dev/ttyUSB1,5,measure,fMeasure,9.99970,,67 samples
1758494943.483,2025-09-22 00:49:03,/dev/ttyUSB1,5,measure,fMeasure,9.99974,,62 samples
1758495003.683,2025-09-22 00:50:03,/dev/ttyUSB1,5,measure,fMeasure,10.00033,,49 samples
1758495063.683,2025-09-22 00:51:03,/dev/ttyUSB1,5,measure,fMeasure,9.99910,,43 samples
1758495123.883,2025-09-22 00:52:03,/dev/ttyUSB1,5,measure,fMeasure,10.00012,,38 samples
1758495184.083,2025-09-22 00:53:04,/dev/ttyUSB1,5,measure,fMeasure,9.99979,,51 samples
1758495244.283,2025-09-22 00:54:04,/dev/ttyUSB1,5,measure,fMeasure,10.00000,,42 samples
1758495304.482,2025-09-22 00:55:04,/dev/ttyUSB1,5,measure,fMeasure,10.00028,,54 samples
1758495364.483,2025-09-22 00:56:04,/dev/ttyUSB1,5,measure,fMeasure,9.99977,,62 samples
1758495424.683,2025-09-22 00:57:04,/dev/ttyUSB1,5,measure,fMeasure,9.99993,,43 samples
1758495484.683,2025-09-22 00:58:04,/dev/ttyUSB1,5,measure,fMeasure,10.00008,,48 samples
1758495544.883,2025-09-22 00:59:04,/dev/ttyUSB1,5,measure,fMeasure,10.00032,,42 samples
1758495604.883,2025-09-22 01:00:04,/dev/ttyUSB1,5,measure,fMeasure,10.00031,,49 samples
1758495665.082,2025-09-22 01:01:05,/dev/ttyUSB1,5,measure,fMeasure,10.00003,,52 samples
1758495725.083,2025-09-22 01:02:05,/dev/ttyUSB1,5,measure,fMeasure,10.00026,,50 samples
1758495785.282,2025-09-22 01:03:05,/dev/ttyUSB1,5,measure,fMeasure,10.00161,,46 samples
1758495845.283,2025-09-22 01:04:05,/dev/ttyUSB1,5,measure,fMeasure,9.99965,,56 samples
1758495905.483,2025-09-22 01:05:05,/dev/ttyUSB1,5,measure,fMeasure,10.00059,,53 samples
1758495965.483,2025-09-22 01:06:05,/dev/ttyUSB1,5,measure,fMeasure,9.99969,,43 samples
1758496025.683,2025-09-22 01:07:05,/dev/ttyUSB1,5,measure,fMeasure,10.00013,,47 samples
1758496085.883,2025-09-22 01:08:05,/dev/ttyUSB1,5,measure,fMeasure,10.00010,,44 samples
1758496145.883,2025-09-22 01:09:05,/dev/ttyUSB1,5,measure,fMeasure,9.99887,,46 samples
1758496206.083,2025-09-22 01:10:06,/dev/ttyUSB1,5,measure,fMeasure,10.00039,,60 samples
1758496266.283,2025-09-22 01:11:06,/dev/ttyUSB1,5,measure,fMeasure,10.00052,,43 samples
1758496326.283,2025-09-22 01:12:06,/dev/ttyUSB1,5,measure,fMeasure,9.99990,,54 samples
1758496386.483,2025-09-22 01:13:06,/dev/ttyUSB1,5,measure,fMeasure,10.00006,,56 samples
1758496446.683,2025-09-22 01:14:06,/dev/ttyUSB1,5,measure,fMeasure,10.00030,,41 samples
1758496506.683,2025-09-22 01:15:06,/dev/ttyUSB1,5,measure,fMeasure,10.00011,,55 samples
1758496566.883,2025-09-22 01:16:06,/dev/ttyUSB1,5,measure,fMeasure,10.00013,,46 samples
1758496627.083,2025-09-22 01:17:07,/dev/ttyUSB1,5,measure,fMeasure,9.99965,,41 samples
1758496687.283,2025-09-22 01:18:07,/dev/ttyUSB1,5,measure,fMeasure,10.00067,,56 samples
1758496747.283,2025-09-22 01:19:07,/dev/ttyUSB1,5,measure,fMeasure,10.00014,,51 samples
1758496807.283,2025-09-22 01:20:07,/dev/ttyUSB1,5,measure,fMeasure,9.99970,,49 samples
1758496867.483,2025-09-22 01:21:07,/dev/ttyUSB1,5,measure,fMeasure,9.99983,,57 samples
1758496927.683,2025-09-22 01:22:07,/dev/ttyUSB1,5,measure,fMeasure,9.99950,,50 samples
1758496987.883,2025-09-22 01:23:07,/dev/ttyUSB1,5,measure,fMeasure,9.99905,,48 samples
1758497048.083,2025-09-22 01:24:08,/dev/ttyUSB1,5,measure,fMeasure,9.99918,,49 samples
1758497108.283,2025-09-22 01:25:08,/dev/ttyUSB1,5,measure,fMeasure,9.99947,,44 samples
1758497168.283,2025-09-22 01:26:08,/dev/ttyUSB1,5,measure,fMeasure,9.99995,,44 samples
1758497228.482,2025-09-22 01:27:08,/dev/ttyUSB1,5,measure,fMeasure,10.00008,,35 samples
1758497288.483,2025-09-22 01:28:08,/dev/ttyUSB1,5,measure,fMeasure,9.99968,,44 samples
1758497348.683,2025-09-22 01:29:08,/dev/ttyUSB1,5,measure,fMeasure,9.99958,,49 samples
1758497408.883,2025-09-22 01:30:08,/dev/ttyUSB1,5,measure,fMeasure,10.00023,,64 samples
1758497468.883,2025-09-22 01:31:08,/dev/ttyUSB1,5,measure,fMeasure,10.00073,,44 samples
1758497529.083,2025-09-22 01:32:09,/dev/ttyUSB1,5,measure,fMeasure,9.99870,,42 samples
1758497589.083,2025-09-22 01:33:09,/dev/ttyUSB1,5,measure,fMeasure,9.99997,,59 samples
1758497649.283,2025-09-22 01:34:09,/dev/ttyUSB1,5,measure,fMeasure,9.99971,,48 samples
1758497709.484,2025-09-22 01:35:09,/dev/ttyUSB1,5,measure,fMeasure,9.99928,,36 samples
1758497769.683,2025-09-22 01:36:09,/dev/ttyUSB1,5,measure,fMeasure,10.00022,,35 samples
1758497829.883,2025-09-22 01:37:09,/dev/ttyUSB1,5,measure,fMeasure,9.99966,,46 samples
1758497889.883,2025-09-22 01:38:09,/dev/ttyUSB1,5,measure,fMeasure,9.99943,,53 samples
1758497950.083,2025-09-22 01:39:10,/dev/ttyUSB1,5,measure,fMeasure,10.00017,,59 samples
1758498010.283,2025-09-22 01:40:10,/dev/ttyUSB1,5,measure,fMeasure,9.99979,,59 samples
1758498070.482,2025-09-22 01:41:10,/dev/ttyUSB1,5,measure,fMeasure,10.00072,,46 samples
