ts,iso,port,address,kind,name,value,unit,extra
1758498370.283,2025-09-22 01:46:10,/dev/ttyUSB2,3,measure,fMeasure,25.00016,,52 samples
1758498430.483,2025-09-22 01:47:10,/dev/ttyUSB2,3,measure,fMeasure,25.00213,,41 samples
1758498490.683,2025-09-22 01:48:10,/dev/ttyUSB2,3,measure,fMeasure,25.00464,,53 samples
1758498550.683,2025-09-22 01:49:10,/dev/ttyUSB2,3,measure,fMeasure,24.99664,,39 samples
1758498610.882,2025-09-22 01:50:10,/dev/ttyUSB2,3,measure,fMeasure,25.00321,,55 samples
1758498670.883,2025-09-22 01:51:10,/dev/ttyUSB2,3,measure,fMeasure,24.99363,,39 samples
1758498730.883,2025-09-22 01:52:10,/dev/ttyUSB2,3,measure,fMeasure,25.00831,,49 samples
1758498791.082,2025-09-22 01:53:11,/dev/ttyUSB2,3,measure,fMeasure,25.01512,,46 samples
1758498851.083,2025-09-22 01:54:11,/dev/ttyUSB2,3,measure,fMeasure,24.99746,,65 samples
1758498911.283,2025-09-22 01:55:11,/dev/ttyUSB2,3,measure,fMeasure,24.98110,,40 samples
1758498971.483,2025-09-22 01:56:11,/dev/ttyUSB2,3,measure,fMeasure,24.98978,,44 samples
1758499031.682,2025-09-22 01:57:11,/dev/ttyUSB2,3,measure,fMeasure,24.99810,,47 samples
1758499091.683,2025-09-22 01:58:11,/dev/ttyUSB2,3,measure,fMeasure,24.99263,,48 samples
1758499151.683,2025-09-22 01:59:11,/dev/ttyUSB2,3,measure,fMeasure,24.97795,,38 samples
1758499211.883,2025-09-22 02:00:11,/dev/ttyUSB2,3,measure,fMeasure,24.99964,,48 samples
1758499272.082,2025-09-22 02:01:12,/dev/ttyUSB2,3,measure,fMeasure,25.00886,,55 samples
1758499332.083,2025-09-22 02:02:12,/dev/ttyUSB2,3,measure,fMeasure,24.99165,,44 samples
1758499392.283,2025-09-22 02:03:12,/dev/ttyUSB2,3,measure,fMeasure,25.00618,,44 samples
1758499452.283,2025-09-22 02:04:12,/dev/ttyUSB2,3,measure,fMeasure,25.01923,,40 samples
1758499512.482,2025-09-22 02:05:12,/dev/ttyUSB2,3,measure,fMeasure,24.99940,,39 samples
1758499572.683,2025-09-22 02:06:12,/dev/ttyUSB2,3,measure,fMeasure,24.98838,,43 samples
1758499632.683,2025-09-22 02:07:12,/dev/ttyUSB2,3,measure,fMeasure,25.00927,,32 samples
1758499692.683,2025-09-22 02:08:12,/dev/ttyUSB2,3,measure,fMeasure,25.00030,,46 samples
1758499752.683,2025-09-22 02:09:12,/dev/ttyUSB2,3,measure,fMeasure,25.00504,,56 samples
1758499812.883,2025-09-22 02:10:12,/dev/ttyUSB2,3,measure,fMeasure,25.00194,,48 samples
1758499873.083,2025-09-22 02:11:13,/dev/ttyUSB2,3,measure,fMeasure,25.00535,,46 samples
1758499933.283,2025-09-22 02:12:13,/dev/ttyUSB2,3,measure,fMeasure,25.00995,,49 samples
1758499993.283,2025-09-22 02:13:13,/dev/ttyUSB2,3,measure,fMeasure,25.00393,,44 samples
1758500053.483,2025-09-22 02:14:13,/dev/ttyUSB2,3,measure,fMeasure,25.01092,,55 samples
1758500113.483,2025-09-22 02:15:13,/dev/ttyUSB2,3,measure,fMeasure,25.00711,,49 samples
1758500173.682,2025-09-22 02:16:13,/dev/ttyUSB2,3,measure,fMeasure,25.00130,,63 samples
1758500233.683,2025-09-22 02:17:13,/dev/ttyUSB2,3,measure,fMeasure,25.00003,,52 samples
1758500293.883,2025-09-22 02:18:13,/dev/ttyUSB2,3,measure,fMeasure,24.99469,,51 samples
1758500353.883,2025-09-22 02:19:13,/dev/ttyUSB2,3,measure,fMeasure,24.97982,,45 samples
1758500414.083,2025-09-22 02:20:14,/dev/ttyUSB2,3,measure,fMeasure,25.00750,,56 samples
1758500474.083,2025-09-22 02:21:14,/dev/ttyUSB2,3,measure,fMeasure,24.99505,,53 samples
1758500534.283,2025-09-22 02:22:14,/dev/ttyUSB2,3,measure,fMeasure,24.99980,,58 samples
1758500594.283,2025-09-22 02:23:14,/dev/ttyUSB2,3,measure,fMeasure,25.00113,,43 samples
1758500654.483,2025-09-22 02:24:14,/dev/ttyUSB2,3,measure,fMeasure,25.00473,,48 samples
1758500714.683,2025-09-22 02:25:14,/dev/ttyUSB2,3,measure,fMeasure,24.97522,,47 samples
1758500774.683,2025-09-22 02:26:14,/dev/ttyUSB2,3,measure,fMeasure,24.99124,,45 samples
1758500834.882,2025-09-22 02:27:14,/dev/ttyUSB2,3,measure,fMeasure,24.98618,,63 samples
1758500894.883,2025-09-22 02:28:14,/dev/ttyUSB2,3,measure,fMeasure,25.00134,,45 samples
1758500955.082,2025-09-22 02:29:15,/dev/ttyUSB2,3,measure,fMeasure,25.00084,,43 samples
1758501015.083,2025-09-22 02:30:15,/dev/ttyUSB2,3,measure,fMeasure,25.00614,,46 samples
1758501075.282,2025-09-22 02:31:15,/dev/ttyUSB2,3,measure,fMeasure,24.99451,,42 samples
1758501135.282,2025-09-22 02:32:15,/dev/ttyUSB2,3,measure,fMeasure,24.99519,,43 samples
1758501195.283,2025-09-22 02:33:15,/dev/ttyUSB2,3,measure,fMeasure,25.00917,,50 samples
1758501255.283,2025-09-22 02:34:15,/dev/ttyUSB2,3,measure,fMeasure,25.01034,,51 samples
1758501315.482,2025-09-22 02:35:15,/dev/ttyUSB2,3,measure,fMeasure,25.01000,,55 samples
1758501375.483,2025-09-22 02:36:15,/dev/ttyUSB2,3,measure,fMeasure,24.99090,,50 samples
1758501435.682,2025-09-22 02:37:15,/dev/ttyUSB2,3,measure,fMeasure,25.00541,,55 samples
1758501495.684,2025-09-22 02:38:15,/dev/ttyUSB2,3,measure,fMeasure,24.98885,,47 samples
1758501555.882,2025-09-22 02:39:15,/dev/ttyUSB2,3,measure,fMeasure,24.99084,,56 samples
1758501615.882,2025-09-22 02:40:15,/dev/ttyUSB2,3,measure,fMeasure,24.99081,,40 samples
1758501675.882,2025-09-22 02:41:15,/dev/ttyUSB2,3,measure,fMeasure,25.01362,,44 samples
1758501736.082,2025-09-22 02:42:16,/dev/ttyUSB2,3,measure,fMeasure,24.99805,,58 samples
1758501796.084,2025-09-22 02:43:16,/dev/ttyUSB2,3,measure,fMeasure,24.99897,,62 samples
1758501856.284,2025-09-22 02:44:16,/dev/ttyUSB2,3,measure,fMeasure,25.01162,,45 samples
1758501916.483,2025-09-22 02:45:16,/dev/ttyUSB2,3,measure,fMeasure,25.00076,,56 samples
1758501976.682,2025-09-22 02:46:16,/dev/ttyUSB2,3,measure,fMeasure,24.99799,,51 samples
1758502036.683,2025-09-22 02:47:16,/dev/ttyUSB2,3,measure,fMeasure,24.98446,,42 samples
1758502096.883,2025-09-22 02:48:16,/dev/ttyUSB2,3,measure,fMeasure,24.99962,,44 samples
1758502157.084,2025-09-22 02:49:17,/dev/ttyUSB2,3,measure,fMeasure,25.00079,,38 samples
